From	To	Distance	Frontsight Azimuth	Frontsight Inclination	Backsight Azimuth	Backsignt Inclination	Left	Right	Up	Down	North	East	Elevation	Description	Date	Surveyors	Comment	Scanned Notes
PXM67	PXM68	69.07904603	-152.8785165	-0.588901006	-152.8785165	-0.588901006	2.992056149	7.998781157	0.5	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM68	PXM69	29.77714224	-168.414591	-0.327107798	-168.414591	-0.327107798	5.990133554	5.990133554	1	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM69	PXM70	25.21386523	168.8462837	3.160226651	168.8462837	3.160226651	4.991913461	6.995434225	0	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM70	PXM71	46.90293594	-142.6243273	0.659668822	-142.6243273	0.659668822	8.99030589	3.995059449	1	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM71	PXM72	61.74721694	-61.14367535	0.167023802	-61.14367535	0.167023802	1.99218473	8.994648409	0.5	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM72	PXM73	68.11917498	-131.5958181	-0.588787982	-131.5958181	-0.588787982	0	10.99738151	2	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM73	PXM74	23.51553742	-88.97172463	-5.58845853	-88.97172463	-5.58845853	4.995247742	8.99030589	2	3.5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM74	PXM75	77.67515755	-114.7998701	0.413078203	-114.7998701	0.413078203	9.992196956	3.991115132	1	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM75	PXM76	50.81696665	-151.3166518	0.383350516	-151.3166518	0.383350516	2.996965132	8.993002836	3	2				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM76	PXM77	48.41223502	126.5242759	0.852149919	126.5242759	0.852149919	5.993104371	2.995363083	3	2.5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM77	PXM78	52.29317546	-154.7853375	-7.825438338	-154.7853375	-7.825438338	8.989354816	2.988795744	4	2				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM78	PXM79	35.07597611	-6.042371172	1.993243249	-6.042371172	1.993243249	0.998098192	15.99191358	3	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM79	PXM80	39.93367752	-124.748695	0.616964498	-124.748695	0.616964498	6.995155466	2.994745398	3.5	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM80	PXM81	35.9745549	-152.2592676	-1.417625516	-152.2592676	-1.417625516	6.99706367	1.998324298	2.5	3.5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM81	PXM82	28.86171513	-99.41325921	-3.814367837	-99.41325921	-3.814367837	7.990156444	7.990156444	2	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM82	PXM83	27.82911605	-57.79587108	2.224108911	-57.79587108	2.224108911	1.99	7.99	1	2.5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM83	PXM84	19.71299318	-121.875985	0.232520496	-121.875985	0.232520496	11.9925727	9.997064569	1	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM84	PXM85	17.10568034	-93.59097893	-2.915338228	-93.59097893	-2.915338228	9.990595578	12.99340217	2.5	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM85	PXM86	41.80990433	-81.13922758	-0.38371143	-81.13922758	-0.38371143	20.99434448	7.994129096	5	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM86	PXM87	30.17452071	165.5973771	17.19433775	165.5973771	17.19433775	1.995820633	7.992702922	1	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM87	PXM88	33.10544366	-127.4511697	8.686769817	-127.4511697	8.686769817	14.99112071	2.99541316	1	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM88	PXM89	20.41576352	-158.2350714	0.364840711	-158.2350714	0.364840711	26.99513475	5.988731084	22	1				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM89	PXM90	34.8506657	87.90656936	8.215425702	87.90656936	8.215425702	10.98948588	15.99876558	9	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM90	PXM91	95.59563693	27.95367032	0.413558949	27.95367032	0.413558949	18.99238005	4.993726064	9	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM91	PXM92	49.94764559	39.59664591	3.385964825	39.59664591	3.385964825	2.991738625	24.99140852	5	8				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM92	PXM93	88.51808911	-68.12880275	-2.635349101	-68.12880275	-2.635349101	15.99095369	6.9948624	9	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM93	PXM94	101.4746909	-61.71722196	1.230990782	-61.71722196	1.230990782	9.988973921	11.99627025	8	8				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM94	PXM95	91.42453992	-97.83980409	-3.298264498	-97.83980409	-3.298264498	10.99556729	3.996248241	12	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM95	PXM96	82.33496098	-69.7005524	0.981247789	-69.7005524	0.981247789	9.990205203	15.99140394	11	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM96	PXM97	78.49832291	-85.25636615	-1.277427565	-85.25636615	-1.277427565	20.99669022	3.989147779	10	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM97	PXM98	52.01798343	-39.82532972	2.214487893	-39.82532972	2.214487893	16.99226	7.996811865	7	10				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM98	PXM99	73.19099466	-69.20375306	-2.020108384	-69.20375306	-2.020108384	10.99484425	10.99484425	9	8				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PXM89	NT1	84.82027941	179.6822568	2.310823553	179.6822568	2.310823553	2.996030707	14.99508253	9	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT1	NT2	71.61925579	149.384767	0.800031231	149.384767	0.800031231	17.99722756	19.99812491	8	2				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT2	NT3	73.60673475	-145.7935736	2.180057293	-145.7935736	2.180057293	14.9929917	29.99832329	3	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT3	NT4	47.83506873	178.3142538	-5.795142214	178.3142538	-5.795142214	11.99800817	6.992002574	8	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT4	NT5	32.58060926	-141.5928727	0.422064282	-141.5928727	0.422064282	9.988378247	8.990289206	9	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT5	NT6	65.72934885	-169.1950764	8.706812073	-169.1950764	8.706812073	3.997123966	17.99027793	3	15				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT6	NT7	39.16675759	131.4282905	-12.41424978	131.4282905	-12.41424978	11.99103832	9.997424668	8	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT7	NT8	65.56055216	128.3212202	1.39843773	128.3212202	1.39843773	2.987189314	12.99167811	10	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT8	NT9	78.81823774	119.7999109	-1.8540092	119.7999109	-1.8540092	9.994598541	3.991516003	12	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT9	NT10	24.54392593	94.69900254	8.221996306	94.69900254	8.221996306	16.99135074	3.992054609	10	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT10	NT11	53.63057803	76.16080885	-2.062344665	76.16080885	-2.062344665	8.989438247	9.993928157	11	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT11	NT12	32.40459844	123.3063962	4.460209391	123.3063962	4.460209391	7.996030265	9.99602421	11	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT12	NT13	51.17977042	163.3822865	1.724291063	163.3822865	1.724291063	12.99720355	19.99692476	9	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT13	NT14	59.79979515	172.9973976	-0.641958311	172.9973976	-0.641958311	13.99726045	7.99452938	9	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT14	NT15	89.26722803	-140.9291817	0.629021345	-140.9291817	0.629021345	2.991671773	31.99960625	9	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT15	NT16	99.11954853	144.7257369	0.271683212	144.7257369	0.271683212	3.987342473	22.99281844	10	6				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT16	NT17	40.37340461	151.1935593	1.163780226	151.1935593	1.163780226	27.9894623	1.993715125	10	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT17	NT18	48.92115085	178.945811	0.620740859	178.945811	0.620740859	24.99320308	11.99060466	10	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT18	NT19	70.82663694	-155.5359391	2.630037241	-155.5359391	2.630037241	6.99	27.99	8	7				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT19	NT20	82.77879559	156.1198365	-2.832068135	156.1198365	-2.832068135	2.992340221	14.99269155	11	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT20	NT21	66.08059776	153.3690292	0.164741444	153.3690292	0.164741444	1.994843352	11.99358579	11	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT21	NT22	67.33966216	137.1246599	-1.089150323	137.1246599	-1.089150323	8.996943926	5.9905342	16	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT22	NT23	39.35121091	179.8107135	0.407686403	179.8107135	0.407686403	9.992542219	11.99256436	15	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT23	NT24	47.64519388	-134.8129263	-0.108229662	-134.8129263	-0.108229662	3.994308451	14.99265153	16	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT24	NT25	37.74079225	-162.2431615	3.387423655	-162.2431615	3.387423655	9.994143285	4.992494367	11	6				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT25	NT26	68.2714816	-147.2224161	0.369265716	-147.2224161	0.369265716	8.989933259	18.99227738	11	6				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT26	NT27	59.93347062	-167.6941925	-1.357632388	-167.6941925	-1.357632388	5.992703897	15.99515239	13	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT27	NT28	18.80081115	-139.8630221	23.31136075	-139.8630221	23.31136075	14.99483244	17.99704698	5	12				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT28	NT29	39.56966641	-177.7605241	5.147222193	-177.7605241	5.147222193	20.99533281	8.997999778	3	4				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT29	NT30	50.04569712	-122.3665016	-3.539897577	-122.3665016	-3.539897577	9.994403434	15.99140394	5	12				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NT2	NTA1	56.21687647	95.82634203	2.793692379	95.82634203	2.793692379	2.992824753	9.98845834	5	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NTA1	NTA2	32.22174111	107.3603921	-1.725086914	107.3603921	-1.725086914	7.991576816	0.991261822	6	3				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
NTA2	NTA3	67.86651089	78.56408465	2.795551084	78.56408465	2.795551084	10.99035941	1.996496932	4	5				North in Northtown Ave.	1998-09-26	"Suzanne DeBlois, Mike Ficco, Keith Ortiz, Chip Hopper"		
PDA30	PDA31	16.32057903	13.91687743	-2.985399988	13.91687743	-2.985399988	3.993845265	5.990767897	0	4				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA31	PDA32	18.6402441	53.60391553	-2.490536031	53.60391553	-2.490536031	5.990876397	0.993579388	1	5				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA32	PDA33	41.51331834	26.31782173	-2.982531833	26.31782173	-2.982531833	1.996847515	5.992703897	1	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA33	PDA34	19.71453525	-0.99027073	-3.7226453	-0.99027073	-3.7226453	9.992962524	4.991512797	3	0				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA34	PDA35	45.44574127	-11.41631512	1.979773549	-11.41631512	1.979773549	4.993796151	2.990551789	1	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA35	PDA36	46.89649347	-1.478824359	1.234062667	-1.478824359	1.234062667	1.991506967	4.991913461	2	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA36	PDA37	36.94933288	-24.35925472	0	-24.35925472	0	0.998098192	2.994294575	1	4				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA37	PDA38	19.48237409	-23.38011344	-0.999957907	-23.38011344	-0.999957907	1.989798985	2.989397933	1	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA38	PDA39	37.48189696	-15.88660302	0.229294421	-15.88660302	0.229294421	2.994878962	1.989195817	1	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA39	PDA40	21.19790792	-21.88171889	-0.486527458	-21.88171889	-0.486527458	0.994635612	1.989271223	1	4				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA40	PDA41	22.1306055	-3.471361674	0	-3.471361674	0	2.992524018	0.989949494	1	5				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA41	PDA42	23.82486096	-12.91522982	-2.501863533	-12.91522982	-2.501863533	1.99218473	0.996092365	3	5				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA42	PDA43	33.08426968	25.94398304	3.934307327	25.94398304	3.934307327	0.990807751	2.992407058	0	4				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA43	PDA44	20.14488521	-30.99317418	-5.812100068	-30.99317418	-5.812100068	1.991607391	4.998329721	3	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA44	PDA45	34.20876057	-38.47580629	5.670366967	-38.47580629	5.670366967	2.992473893	3.99011278	0	4				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA45	PDA46	43.08678452	-48.49241682	-1.822100473	-48.49241682	-1.822100473	0.996393497	3.991804103	1	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA46	PDA47	24.48880765	-54.99645689	-3.582031239	-54.99645689	-3.582031239	4.998019608	1.992009036	2	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA47	PDA48	21.48032821	-51.54014712	-0.133368147	-51.54014712	-0.133368147	3.989110176	1.987687098	1	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA48	PDA49	19.09217117	-66.44279831	-0.63022462	-66.44279831	-0.63022462	3.993619912	0.994886928	1	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA49	PDA50	19.29676916	-12.58037325	-2.168026236	-12.58037325	-2.168026236	3.995722713	0.988989383	1	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA50	PDA51	15.84819548	-37.56418263	-1.120810538	-37.56418263	-1.120810538	2.992056149	0.996242942	1	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA51	PDA52	16.08598769	-2.074767372	-5.171693673	-2.074767372	-5.171693673	0.992824254	3.998099549	1	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA52	PDA53	12.15357149	-51.51696181	-1.603076669	-51.51696181	-1.603076669	3.991102605	0	2	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA53	PDA54	32.34062461	-60.5147123	2.729349883	-60.5147123	2.729349883	3.988984833	0.997246208	1	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA54	PDA55	19.87817648	-29.6483215	1.470157702	-29.6483215	1.470157702	1.993238571	3.989949874	1	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA55	PDA56	15.13686229	-9.880441049	-4.319197222	-9.880441049	-4.319197222	0.994635612	0.994635612	0	0				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA55	PDB$1	13.51169123	-101.7282646	-6.288497838	-101.7282646	-6.288497838	0.990403958	0.990403958	0	0				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"	At 30 left lower canyon with stream comes in.	
PDA56	PDA57	21.60295119	-46.42553395	-0.610022128	-46.42553395	-0.610022128	3.993995493	2.99549662	2	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA57	PDA58	32.17316895	-9.626274936	0.178085882	-9.626274936	0.178085882	0.991413133	4.99132247	4	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA58	PDA59	25.36420706	-4.502721784	2.033457158	-4.502721784	2.033457158	5.990634357	0.98954535	2	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA59	PDA60	19.87027176	-18.53551575	-4.155872333	-18.53551575	-4.155872333	3.990050125	1.990025125	4	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA60	PDA61	12.75247819	20.76645845	1.482826929	20.76645845	1.482826929	1.999049774	3.998099549	2	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA61	PDA62	10.82299866	-33.89685727	6.259234359	-33.89685727	6.259234359	3.993995493	2.99549662	2	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA62	PDA63	36.08705308	16.93345709	0.68273151	16.93345709	0.68273151	0	4.992494367	2	2				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA63	PDA64	17.39826716	-3.310122649	-5.475021925	-3.310122649	-5.475021925	1.994241711	3.995459923	4	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA64	PDA65	13.22403116	-91.82381343	3.68533692	-91.82381343	3.68533692	3.998312144	0.993227064	2	4				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA65	PDA66	17.52533595	-28.79071663	2.845470396	-28.79071663	2.845470396	0.991614845	4.993375612	1	5				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA66	PDA67	15.8751189	-18.95214843	-6.764827786	-18.95214843	-6.764827786	4.990490958	0	2	3				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
PDA67	PDA68	26.99771472	-33.10129183	-1.337136059	-33.10129183	-1.337136059	7.991151356	0.992975327	3	1				Laura's Dome Area mop-up.	1998-09-26	"Chip Hopper, Eileen Rudert, David McFarlane, Joel Sparks"		
